Date Completed,Item Code,Item Name,Qty.,Serial Number,Asset Code,Ship From,Ship To,Justification
19 May 2017,CAB-70118,OCJ-S2-01MASCA-S2,1, , ,HQ Store,"Eniola Olanrewaju.11,Primerose Str, Lekki,Northern Foreshore Est",for link restoration.
19 May 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Eniola Olanrewaju.11,Primerose Str, Lekki,Northern Foreshore Est",for link restoration.
17 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,200, , ,UPS Warehouse," Netcom Africa ,7, isaac john, IKEJA GRA",Completion of new job
17 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,50, , ,UPS Warehouse,Exchange Telecommunications Limited,"being for maintenance at Exchange Telecommunications Limited (Olukorede, Olukoya) CIGGC3915151 5B, Olu Holloway Road Ikoyi.  "
17 May 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Exchange Telecommunications Limited,"being for maintenance at Exchange Telecommunications Limited (Olukorede, Olukoya) CIGGC3915151 5B, Olu Holloway Road Ikoyi "
17 May 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,Exchange Telecommunications Limited,"being for maintenance at Exchange Telecommunications Limited (Olukorede, Olukoya) CIGGC3915151 5B, Olu Holloway Road Ikoyi "
17 May 2017,CAB-70118,OCJ-S2-01MASCA-S2,2, , ,Ikeja Store," Netcom Africa ,7, isaac john, IKEJA GRA",Fibre link maintenance 
17 May 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store," Netcom Africa ,7, isaac john, IKEJA GRA",Fibre link maintenance 
17 May 2017,INS-80230,Face plate,3, , ,Ikeja Store," Netcom Africa ,7, isaac john, IKEJA GRA",Fibre link maintenance 
18 May 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Momodu  Ogwogho House 1 Road 213 FHA PHC,Maintenance carried out at customer location
19 May 2017,CAB-070155,12 core fiber optic cable-Foreign,200, , ,HQ Store, Tantalizier Cabinet Marina Lagos Island. ,Item is raised on behalf of Sunday for service restoration at bookshop cabinet Lagos Island 
19 May 2017,CAB-070155,12 core fiber optic cable-Foreign,180, , ,HQ Store,"Microage Technologies,  30 Bishop Oluwole street VI.","Items are raised  on behalf of kelly emmanuel for service restoration at Microage Technologies, 30  Bishop Oluwole VI"
19 May 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Microage Technologies,  30 Bishop Oluwole street VI.","Items are raised  on behalf of kelly emmanuel for service restoration at Microage Technologies, 30  Bishop Oluwole VI"
19 May 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,"Microage Technologies,  30 Bishop Oluwole street VI.","Items are raised  on behalf of kelly emmanuel for service restoration at Microage Technologies, 30  Bishop Oluwole VI"
18 May 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"Akwelegbu Tony (House 19, Road 214 tag PHC",Maintenance carried out on Customer link
18 May 2017,TOL-17112,OFDR-I-01-8U,1, , ,Ikeja Store,"FXTM Trading W/A Ltd 11A, Allen Avenue, Ikeja",To restore service to customers MST. 
18 May 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,Ikeja Store,"FXTM Trading W/A Ltd 11A, Allen Avenue, Ikeja",To restore service to customers MST. 
18 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,250, , ,UPS Warehouse,"ForexTime FXTM Trading W/A Ltd 11A, Allen Avenue, Ikeja",to restore service to customers MST
19 May 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Abuja Office/Store,ABUJA - LL52A,Installation of new customer Sunny vale
19 May 2017,CAB-70093,Hardened Drop Cables 80m,1, , ,Ikeja Store,Fidelity Bank Otigba (Computer Village),To restore service to the customer
19 May 2017,TOL-171074,FHD-ACC-CLAMP910,2, , ,Ikeja Store,Fidelity Bank Otigba (Computer Village),To restore service to the customer
19 May 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,Ikeja Store,Fidelity Bank Otigba (Computer Village),To restore service to the customer
19 May 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Pearl Grace Court 14 Ayo Rosinji GRA ikeja,To be install at the cabinet at Oduduwa Crescent inorder to power mst for the above location.
19 May 2017,CAB-070155,12 core fiber optic cable-Foreign,50, , ,HQ Store,FASYL - 2E - 4E Ligali Ayorinde Street Victoria Island.,For maintenance at FASYL
19 May 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,FASYL - 2E - 4E Ligali Ayorinde Street Victoria Island.,For maintenance at FASYL
19 May 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,TRANS-AMADI BST,IDU to be used for FBN station Road HUB
19 May 2017,CAB-70151,OCJ-S2-05MASCA-S2,1, , ,HQ Store,Lagoon Hospital Hygeia. Idejo Office VI.,For maintenance at Lagoon Hospital
19 May 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,Lagoon Hospital Hygeia. Idejo Office VI.,For maintenance at Lagoon Hospital
19 May 2017,INS-80001,insulation tape,1, , ,Abuja Office/Store,ABUJA - MST 188 LOT 3 SUNNYVALE,"Maintenance of MST 188 at LOT 3, Sunnyvale."
19 May 2017,TOL-17112,OFDR-I-01-8U,1, , ,Abuja Office/Store,ABUJA - MST 188 LOT 3 SUNNYVALE,"Maintenance of MST 188 at LOT 3, Sunnyvale."
22 May 2017,CAB-70118,OCJ-S2-01MASCA-S2,1, , ,HQ Store,"Ken Ejomarie Road 3 J2 Block D1, Lekki, VGC",for service restoration
22 May 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store,"Ken Ejomarie Road 3 J2 Block D1, Lekki, VGC",for service restoration
23 May 2017,TOL-17049,ONT,1,CIGGB0905040, ,HQ Store,Sterling Bank. Adeola Odeku Victoria Island.,Modem Replacement for sterling bank adeola odeku Victoria Island. 
23 May 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,Constant Capital,Maintenance: Fault resolution at the serving MST
23 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,100, , ,UPS Warehouse,"Braithwaite Goke  5 Lugard Street , Ikoyi, Lagos.",Maintenance: Fault resolution at Serving MST.
23 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,300, , ,UPS Warehouse,"Atoyebi, Femi 4/8, Macdonalds Street Ikoyi",Maintenance: Fault resolution at customer's residence
24 May 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,UPS Warehouse,Kudirat Abiola Way ,To restore service to the customers on Kudirat Abiola Way.
24 May 2017,CAB-70086,48 Core Fibre cable Local,239, , ,Ikeja Store,Kudirat Abiola Way ,To restore service to the customers on Kudirat Abiola Way.
24 May 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,AVON CROWN CAPS ESTATE,Required to power up avom crown estate and its environs .
24 May 2017,TOL-13001, 11m Foreign Treated Wooden Poles,2, , ,Ikeja Store,AVON CROWN CAPS ESTATE,Required to power up avom crown estate and its environs .
24 May 2017,CAB-70150,OCJ-S2-03MASCA-S2,2, , ,Ikeja Store,Pearl Grace Court 14 Ayo Rosinji GRA ikeja,"needed at the ODF and OLT to power up SFP, to power up mst for the above location"
25 May 2017,CAB-70150,OCJ-S2-03MASCA-S2,1, , ,Ikeja Store, ipNX Ikeja Office Isaac John GRA Ikeja,for office use by NSD unit
26 May 2017,CAB-070155,12 core fiber optic cable-Foreign,600, , ,HQ Store,"Backbone Extension  into 23, Agodogba Avenue, Parkview Estate ",Backbone Extension Project
25 May 2017,TOL-13001, 11m Foreign Treated Wooden Poles,1, , ,Ikeja Store,"239 Herbert Macaulay Way, Yaba.","11m pole to replace the damaged pole opposite 239 Herbert Macaulay Way, Yaba. "
26 May 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"InterspatialGIS -  9a Longe street Off Agidingbi Rd, Ikeja.",To be use at interspatial agidingbi ikeja
01 June 2017,TOL-17235,MST-0JXX00-A0350UM,2, , ,UPS Warehouse,"Backbone Extension  into 23, Agodogba Avenue, Parkview Estate ",Backbone Extension Project
26 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,400, , ,UPS Warehouse, BOM_ for maintenance at Mac Donald Ikoyi,being for maintenance due to an ongoing house construction affecting 2 MSTs on that road in ikoyi.
26 May 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,Ikeja Store, BOM_ for maintenance at Mac Donald Ikoyi,being for maintenance due to an ongoing house construction affecting 2 MSTs on that road in ikoyi.
26 May 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store, BOM_ for maintenance at Mac Donald Ikoyi,being for maintenance due to an ongoing house construction affecting 2 MSTs on that road in ikoyi.
26 May 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"UBA - 170, Awolowo Road Ikoyi","being for maintenance for UBA - (SOL-ID 0170) 170, Awolowo Road Ikoyi "
26 May 2017,TOL-17049,ONT,1,CIGGB0904626, ,HQ Store,Phillip Outsourcing service. 4th floor UBA building Marina,"Modem replacement for philip outsourcing Ltd, UBA building marina (corporate link)"
26 May 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,100, , ,UPS Warehouse,"UBA - 170, Awolowo Road Ikoyi",being for maintenance at UBA Awolowo Road Ikoyi
31 May 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,200, , ,Ikeja Store,"Opebi Road, Ikeja, Lagos",being for maintenance at Opebi Road Ikeja due to a truck that damaged our backbone cable.
31 May 2017,INS-80131,Tie wraps(Big),2, , ,Ikeja Store,"Opebi Road, Ikeja, Lagos",being for maintenance at Opebi Road Ikeja due to a truck that damaged our backbone cable.
31 May 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,Ikeja Store,"Opebi Road, Ikeja, Lagos",being for maintenance at Opebi Road Ikeja due to a truck that damaged our backbone cable.
31 May 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"Opebi Road, Ikeja, Lagos",being for maintenance at Opebi Road Ikeja due to a truck that damaged our backbone cable.
30 May 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse," 4, Olagunsoye Oyinlola street, 2nd Avenue Estate, Ikoyi",Backbone Extension Project.
31 May 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,200, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,being used for maintenance in a bid to restore fiber outage affecting customers on Liverpool Road Apapa
31 May 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,being used for maintenance in a bid to restore fiber outage affecting customers on Liverpool Road Apapa
31 May 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,being used for maintenance in a bid to restore fiber outage affecting customers on Liverpool Road Apapa
31 May 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,being used for maintenance in a bid to restore fiber outage affecting customers on Liverpool Road Apapa
31 May 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,Labake Court Parkview Estate Ikoyi Lagos,being used for maintenance in a bid to resolve an MST fault affecting some customers in Labake Court Parkview Ikoyi.
31 May 2017,CAB-70167,FHD-XJ1A-0050M,1, , ,Ikeja Store,Kelly Grace - MYK cosmetics 3 Creek Road Apapa Lagos,Maintenance  - To restore service to the customer.
31 May 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store,Kelly Grace - MYK cosmetics 3 Creek Road Apapa Lagos,Maintenance - To restore service to the customer.  
31 May 2017,TOL-171074,FHD-ACC-CLAMP910,6, , ,Ikeja Store,Kelly Grace - MYK cosmetics 3 Creek Road Apapa Lagos,Maintenance - To restore service to the customer.
31 May 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"German Consulate General 4 Maroko Close, Ikoyi, Lagos","being for maintenance in a bid to restore the drop cable fault affecting German Consulate General (Steckhan, Jorg) 4 Maroko Close, Ikoyi, Lagos"
31 May 2017,CAB-005109,5m LC-SC Multimode Patch cord,6, , ,Ikeja Store,VI-HQ BST,to be used for the links to the BRAS Aggregation switch.
31 May 2017,CAB-005112,5m SC-SC Multimode Patch cords,2, , ,Ikeja Store,VI-HQ BST,to be used for the links to the BRAS Aggregation switch.
31 May 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,4, , ,Ikeja Store,VI-HQ BST,to be used for the links to the BRAS Aggregation switch.
01 June 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,Okotie Eboh Street Ikoyi Lagos,being used for maintenance in a bid to avert an urgent threat to existing customers on Okotie Eboh Street Ikoyi..
05 June 2017,CAB-070155,12 core fiber optic cable-Foreign,500, , ,HQ Store,Sterling Bank Cabinet - Maman Kontagora Cabinet  Marina,"Multiple fiber cut and failing cores warrant a change of BB cable that powers Mamman-Kontagora House, Marina"
05 June 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,Sterling Bank Cabinet - Maman Kontagora Cabinet  Marina,"Multiple fiber cut and failing cores warrant a change of BB cable that powers Mamman-Kontagora House, Marina"
05 June 2017,TOL-13000,8m Foreign Treated Wooden Poles,1, , ,Ikeja Store,Okotie Eboh Street Ikoyi Lagos,being used for maintenance in a bid to avert a falling pole conveying our backbone cable serving customers on that street
05 June 2017,TOL-13000,8m Foreign Treated Wooden Poles,2, , ,Ikeja Store,"Total Health Care Centre @10, Agoro Odiyan Street, VI.  ",To extend an activation cable to Total Health Centre.
02 June 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,300, , ,UPS Warehouse,Mr Kragha Moses 4A Kebbi Street Osbourne Estate ikoyi,maintenance of 4 core cable for a Costumer at Mr kragha Moses4A kebbi street osbourne forshore ikoyi 
05 June 2017,TOL-171075,FDH59M1-SC/APC288,1, , ,UPS Warehouse,Ikota Villa Estate LOT 1,cabinet for Ikota villa estate lot 1
05 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store, ipNX Ikeja Office Isaac John GRA Ikeja,For radio link re-location
05 June 2017,CAB-070155,12 core fiber optic cable-Foreign,40, , ,HQ Store,PSYNEDGE RESOURCES,For maintenance at location above at Akin Olugbade
05 June 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,PSYNEDGE RESOURCES,For maintenance at location above at Akin Olugbade
05 June 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1781, , ,UPS Warehouse,Ikota Villa Estate  (Backbone),(1781m)96 core fibre backbone cable for Ikota Villa estate.
05 June 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Akinlaja Femi 1A 2nd Street Osborne Foreshore Ikoyi,Being for maintenance for the MST serving this customer in a bid to replace the fault splitter the cabinet.
05 June 2017,CAB-70053,24 Core Fibre Optic Cable-Local,500, , ,UPS Warehouse,"Ladipo Oluwole street, off Oba-Akran Avenue, Ikeja",To restore service to Akinola cole estate.
05 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,Ikeja Store,"Ladipo Oluwole street, off Oba-Akran Avenue, Ikeja",To restore service to Akinola cole estate. 
05 June 2017,CAB-070155,12 core fiber optic cable-Foreign,50, , ,HQ Store," OLUYOMI OLAWORE & Co.  28/30 Macarthy Street, Onikan","Item raised on behalf of Sunday ( Service restoration at 28/30 Macarthy street Onikan, Oluyomi Olawore)"
05 June 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,HQ Store," OLUYOMI OLAWORE & Co.  28/30 Macarthy Street, Onikan","Item raised on behalf of Sunday ( Service restoration at 28/30 Macarthy street Onikan, Oluyomi Olawore)"
05 June 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"Centurion Systems West Africa 196A, Isale Eko Avenue, Dolphin",being used for maintenance in a bid to restore a fiber cut on the drop cable serving Centurion Systems West Africa
06 June 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,Sterling Bank Cabinet - Maman Kontagora Cabinet  Marina,"For maintenance at Mamman-Kontagora House, Marina"
06 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,Sterling Bank Cabinet - Maman Kontagora Cabinet  Marina,"For maintenance at Mamman-Kontagora House, Marina"
06 June 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,"Olamide Funsho 17 Ibeju Lekki Street, Ikoyi, Dolphin Estate",being used for maintenance in a bid to restore service on the cut on the drop cable 
06 June 2017,TOL-17111,OFDR-B-01-8U,2, , ,Ikeja Store,Nigerian Agip Oil No.3 Probyn Road Ikoyi Lagos,being used for maintenance in a bid to restore service to the damaged drop cable serving this customer.
06 June 2017,CAB-070155,12 core fiber optic cable-Foreign,150, , ,HQ Store,"Golden Securities 3 Ajele Street St. Peter's House, Lagos Island",for maintenance at location above
06 June 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Golden Securities 3 Ajele Street St. Peter's House, Lagos Island",for maintenance at location above
08 June 2017,TOL-17090,FPS-MPP1JJJ,1, , ,HQ Store,Nairda Ltd     58 Balarabe Musa Crescent V/I,For maintenance at location above
06 June 2017,CAB-070155,12 core fiber optic cable-Foreign,150, , ,HQ Store,"KELVIN IGBANOI. ROAD 34, VGC, Lagos",For maintenance at location above
06 June 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"KELVIN IGBANOI. ROAD 34, VGC, Lagos",For maintenance at location above
07 June 2017,INS-80131,Tie wraps(Big),2, , ,Port Harcourt Store,FCMB Rumuokoro Port Harcourt,cutover to ubiquiti rocket from ubiquiti power beam
08 June 2017,INS-005101,Fibre Heat Shrink,1, , ,HQ Store,"Citibank HQ     Kofo Abayomi Str, Victoria Island.",items are raised on behalf of kelly for Cut-over maintenance at Citi closure kofo abayomi Victoria Island.  
08 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,"Citibank HQ     Kofo Abayomi Str, Victoria Island.",items are raised on behalf of kelly for Cut-over maintenance at Citi closure kofo abayomi Victoria Island.  
08 June 2017,CAB-070155,12 core fiber optic cable-Foreign,60, , ,HQ Store,"Union Capital Markets  7, Fatai Durosimi Etti V.I","Items are raised on behalf of kelly emmanuel for service restoration at Union capital Markets, 7 fatai durosimi etti V.I"
08 June 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Union Capital Markets  7, Fatai Durosimi Etti V.I","Items are raised on behalf of kelly emmanuel for service restoration at Union capital Markets, 7 fatai durosimi etti V.I"
07 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store, ipNX Ikeja Office Isaac John GRA Ikeja,For installation.
08 June 2017,CAB-70053,24 Core Fibre Optic Cable-Local,620, , ,UPS Warehouse,Integrity Estate Oniru Lekki Lagos,The cable meant for the backbone for Integrity Estate new project.
08 June 2017,TOL-171102,MST-0JXX00-A0050UM,1, , ,UPS Warehouse,Integrity Estate Oniru Lekki Lagos,The cable meant for the backbone for Integrity Estate new project.
08 June 2017,TOL-17236,MST-0JXX00-A0010UM,1, , ,UPS Warehouse,Integrity Estate Oniru Lekki Lagos,The cable meant for the backbone for Integrity Estate new project.
08 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,Ikeja Store,Integrity Estate Oniru Lekki Lagos,Closure for the backbone section of the Integrity estate project.
08 June 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,1, , ,HQ Store,Nairda Ltd     58 Balarabe Musa Crescent V/I,Item is raised on behalf of Sunday for the splitter replacement at Samuel Manuwa Cabinet Victoria Island 
08 June 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,"Golden Securities 3 Ajele Street St. Peter's House, Lagos Island",Item is raised on behalf of Sunday for service restoration at Golden Securities 3 Ajele street Lagos Island. 
08 June 2017,CAB-070155,12 core fiber optic cable-Foreign,1500, , ,UPS Warehouse,"Bookshop House, Marina Lagos","For maintenance of all customers at Bookshop House, marina"
08 June 2017,INS-80119,GP-Y (FTTH Wall Box),5, , ,HQ Store,"Bookshop House, Marina Lagos","Service restoration to all customers in Bookshop House, Marina"
08 June 2017,INS-80119,GP-Y (FTTH Wall Box),13, , ,HQ Store,"Bookshop House, Marina Lagos","Service restoration to all customers in Bookshop House, Marina"
08 June 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,Victor Imevbore.  D2 Goshen Beach Estate.,for link restoration at Goshen. we are re-running a 40 meter cable and will be splicing at two joints.
09 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ILUPEJU BST,To be use for maintenance
13 June 2017,CAB-070155,12 core fiber optic cable-Foreign,412, , ,UPS Warehouse,WINSTON ESTATE LEKKI LAGOS,"For the implementation of Winston Terraces, Lekki FTTH project."
13 June 2017,TOL-17235,MST-0JXX00-A0350UM,3, , ,UPS Warehouse,WINSTON ESTATE LEKKI LAGOS,"For the implementation of Winston Terraces, Lekki FTTH project."
10 June 2017,TOL-171102,MST-0JXX00-A0050UM,2, , ,UPS Warehouse,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request.
10 June 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request - Fibre
10 June 2017,INS-80115,Tie wrap(small),2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request - Fibre
10 June 2017,INS-80131,Tie wraps(Big),2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request - Fibre
10 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request - Fibre
10 June 2017,TOL-17111,OFDR-B-01-8U,4, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store request - Fibre
10 June 2017,INS-80115,Tie wrap(small),2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store Request - Radio
10 June 2017,INS-80131,Tie wraps(Big),2, , ,Ikeja Store,ipNX Ikeja 1 office.13a Isaac John street Ikeja GRA Lagos,Weekend Store Request - Radio
12 June 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,811, , ,UPS Warehouse,"IKOTA VILLA,LEKKI LOT 1", 811m back bone Ikota villa underground cable
12 June 2017,INS-005101,Fibre Heat Shrink,4, , ,HQ Store,Chevron roundabout Lekki Lagos,items are raised for service restoration at VGC POP
12 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,HQ Store,Chevron roundabout Lekki Lagos,items are raised for service restoration at VGC POP
12 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,Ikeja Store,Ikota Villa Estate  (Backbone),for Ikota villa back bone
12 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,EUNSEL,"To be use for cutover, from wimax to ubiquiti"
12 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,OSHODI BST,To be use for eunisell link
12 June 2017,TOL-171102,MST-0JXX00-A0050UM,1, , ,UPS Warehouse,Olanrewaju Makinde 34b Remi Fani Kayode,Customers MST tail head is bad. used to restore service to customers on the MST on 10/06/2017
12 June 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Segun Okuneye's Residence,To serve the customer
13 June 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,VGC roundabout Lekki Lagos,To be used to manage the Backbone cable used for the restoration of outage.
13 June 2017,INS-80131,Tie wraps(Big),2, , ,HQ Store,VGC roundabout Lekki Lagos,To be used to manage the Backbone cable used for the restoration of outage.
13 June 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,500, , ,UPS Warehouse,"Olosa Street, Victoria Island.",Cable is raised on behalf of Kelly for service restoration to Customers at Timaiyu savage street VI. 
14 June 2017,INS-005101,Fibre Heat Shrink,1, , ,HQ Store,"Olosa Street, Victoria Island.",Items are raised on behalf of kelly emmanuel for service restoration to customers at Timaiyu savage VI.
14 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,HQ Store,"Olosa Street, Victoria Island.",Items are raised on behalf of kelly emmanuel for service restoration to customers at Timaiyu savage VI.
13 June 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,200, , ,HQ Store,RCCG Mercyland Parish 21/23 Odunlami Street,Cable was raised on behalf of sunday for service restoration at RCCG Mercyland. 
16 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,3, , ,Ikeja Store,Ikota Villa Estate LOT 1,for Ikota Villa estate LOT 1 MST aggregations.
16 June 2017,TOL-17881,96 Port Fibre Patch Panel with SC/APC couplers,1, , ,Ikeja Store,Ikota Villa Estate  (Backbone),for backbone Ikota Villa estate.
13 June 2017,INS-005101,Fibre Heat Shrink,4, , ,HQ Store,Chevron roundabout Lekki Lagos,Items are raised for cut over at chevron roundabout lekki 
13 June 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,HQ Store,Chevron roundabout Lekki Lagos,Items are raised for cut over at chevron roundabout lekki 
14 June 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,120, , ,HQ Store,"Olosa Street, Victoria Island.",Items are raised on behalf ok Kelly emmanuel for service restoration to customers at timaiyu savage VI
14 June 2017,INS-80131,Tie wraps(Big),2, , ,HQ Store,"Olosa Street, Victoria Island.",Items are raised on behalf ok Kelly emmanuel for service restoration to customers at timaiyu savage VI
14 June 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,HQ Store," FUGRO NIGERIA LTD (GROFIN) Plot 1061A Agbagbon Close, V.I",Items are raised on behalf of kelly emmauel for MST cut over Agbagbon close VI
14 June 2017,INS-80115,Tie wrap(small),1, , ,Ikeja Store,GBAGADA BST,To be use at Gbagada BST
16 June 2017,TOL-17049,ONT,1,CIGGB0905222, ,HQ Store,"HBAIKA WALID, TANGO TOWER IKOYI.",New activation
16 June 2017,CAB-70096,Hardened Drop Cables 140m,1, , ,UPS Warehouse,"Uzo Ekpecham  2A Idanre Cls, Osborne Foreshore Est Ikoyi",maintenance in a bid to replace the damaged drop cable serving this customer.
16 June 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store,VGC SHOPPING MALL (ETHIOPE CAPITAL),for VGC shopping mall.
16 June 2017,TOL-17235,MST-0JXX00-A0350UM,1, , ,UPS Warehouse,VGC SHOPPING MALL (ETHIOPE CAPITAL),for VGC shopping mall.
14 July 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,Ikeja Store,Igbo Efon  roundabout Lekki Lagos,for cut-over at igbo efon
16 June 2017,INS-005101,Fibre Heat Shrink,6, , ,HQ Store,Igbo Efon  roundabout Lekki Lagos,to be used for the cutover at igbo efon
16 June 2017,INS-80119,GP-Y (FTTH Wall Box),1, , ,Ikeja Store,Ebunoluwa Ojo   Plot 20 Kwara Street Osbourne Ikoyi,being used for maintenance in a bid to restore the customer's service after the cable re-run has been done. 
16 June 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store,Ebunoluwa Ojo   Plot 20 Kwara Street Osbourne Ikoyi,being used for maintenance in a bid to restore the customer's service after the cable re-run has been done. 
23 June 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,400, , ,UPS Warehouse,"Awagu, Thomas C 11 Ojomu Road, ikoyi",Maintenance of 400m 4Core cable at Awagu thomas 11 Ojomu road ikoyi 
