,Job Title,Rating,Company Name,Location,Headquarters,Founded,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,is_headquarter,age,python_yn,spark_yn,aws_yn,gcp_yn,azure_yn,java_yn,tableau_yn,powerbi_yn,excel_yn,job_spec
357,Data Engineer,4.6,Applied Information Sciences,"Houston, TX","Reston, VA",1982,Information Technology,0,0,52,99,75.5, TX,0,38,0,1,0,1,1,0,1,1,0,data engineer
358,Senior Data Scientist,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",1863,Insurance,0,0,105,173,139.0, NY,0,157,1,0,0,1,0,1,0,0,1,data scientist
362,"Data Engineer, Data Engineering and Artifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,71,134,102.5, MA,0,239,1,1,1,1,0,1,1,0,1,data engineer
364,Staff Scientist,4.4,WK Dickson,"Columbia, SC","Charlotte, NC",1929,Business Services,0,0,39,82,60.5, SC,0,91,0,0,0,1,0,0,0,0,0,n
366,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",1852,Insurance,0,0,114,179,146.5, MA,1,168,1,0,0,1,0,0,0,0,1,data scientist
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",1976,Biotech & Pharmaceuticals,0,0,88,162,125.0, CA,1,44,0,0,0,1,0,0,0,0,1,n
368,Sr. Data Analyst,3.6,MassMutual,"Springfield, MA","Springfield, MA",1851,Insurance,0,0,60,102,81.0, MA,1,169,1,0,0,1,0,1,1,0,0,data analyst
369,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",2015,Biotech & Pharmaceuticals,0,0,100,166,133.0, IL,1,5,1,0,1,1,0,1,0,0,0,machine learning
370,Program/Data Analyst,3.4,General Dynamics Information Technology,"Washington, DC","Fairfax, VA",1996,Information Technology,0,0,55,99,77.0, DC,0,24,0,0,0,1,0,0,1,0,1,data analyst
371,Data Engineer,4.1,ManTech,"Herndon, VA","Herndon, VA",1968,Business Services,0,0,67,117,92.0, VA,1,52,0,0,0,1,0,0,0,0,0,data engineer
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",1996,Biotech & Pharmaceuticals,0,0,92,150,121.0, MA,0,24,0,0,0,1,0,0,0,0,0,data scientist
375,"Principal Data Engineer, Data Platform & Insights",4.0,Autodesk,"San Francisco, CA","San Rafael, CA",1982,Information Technology,0,0,116,209,162.5, CA,0,38,1,1,0,1,0,0,0,0,1,data engineer
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1947,Business Services,0,0,38,82,60.0, TX,1,73,0,0,0,1,0,0,0,0,0,n
377,Data Operations Lead,-1.0,Muso,"San Francisco, CA","San Francisco, CA",-1,-1,0,1,85,90,87.5, CA,1,-1,1,0,0,1,0,1,1,0,1,n
379,Big Data Engineer,4.4,SpringML,"Indianapolis, IN","Pleasanton, CA",2015,Information Technology,0,0,62,119,90.5, IN,0,5,1,1,0,1,0,1,0,0,0,data engineer
380,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",1996,Biotech & Pharmaceuticals,0,0,86,143,114.5, MA,0,24,1,0,0,1,0,0,0,0,0,machine learning
381,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",1996,Telecommunications,0,0,93,149,121.0, CA,1,24,1,1,0,1,0,0,0,0,1,data scientist
382,Senior Data Scientist,2.2,The Integer Group,"Dallas, TX","Denver, CO",1993,Business Services,0,0,84,136,110.0, TX,0,27,0,0,0,1,0,0,1,0,0,data scientist
383,PV Scientist,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",-1,Biotech & Pharmaceuticals,0,0,60,123,91.5, MA,1,-1,0,0,0,1,0,0,0,0,1,n
384,Clinical Data Analyst,4.1,ManTech,"Portsmouth, VA","Herndon, VA",1968,Business Services,0,0,52,89,70.5, VA,0,52,0,0,0,1,0,0,0,0,0,data analyst
386,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",-1,Information Technology,0,0,48,93,70.5, LA,0,-1,0,0,0,1,0,0,0,0,1,data engineer
387,Computational Chemist/Data Scientist,3.8,PNNL,"Richland, WA","Richland, WA",1965,"Oil, Gas, Energy & Utilities",0,0,56,97,76.5, WA,1,55,1,0,0,1,0,0,0,0,0,data scientist
388,Data Engineer,3.6,MassMutual,"Springfield, MA","Springfield, MA",1851,Insurance,0,0,65,119,92.0, MA,1,169,1,1,0,1,0,1,0,0,1,data engineer
390,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",2013,Biotech & Pharmaceuticals,0,0,108,173,140.5, UT,1,7,1,0,1,1,0,0,0,0,0,data scientist
391,Product Engineer – Data Science,3.5,Esri,"Arlington, VA","Redlands, CA",1969,Information Technology,0,0,63,101,82.0, VA,0,51,1,0,0,1,0,0,0,0,0,n
392,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",2014,Health Care,0,0,54,115,84.5, NY,1,6,0,0,0,1,0,0,0,0,0,n
394,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",2013,Biotech & Pharmaceuticals,0,0,90,179,134.5, MA,1,7,0,0,0,1,0,0,0,0,0,n
396,Data Scientist,3.3,Samba TV,"San Francisco, CA","San Francisco, CA",2008,Business Services,0,0,127,202,164.5, CA,1,12,0,0,0,1,0,0,0,0,0,data scientist
397,Market Data Analyst,3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",1991,Telecommunications,0,0,31,57,44.0, FL,1,29,0,0,0,1,0,0,0,0,0,data analyst
398,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",2002,Information Technology,0,0,60,127,93.5, MD,1,18,0,0,0,1,0,1,0,0,1,n
399,Data Engineer,4.4,SpringML,"Herndon, VA","Pleasanton, CA",2015,Information Technology,0,0,75,143,109.0, VA,0,5,1,1,0,1,0,1,0,0,0,data engineer
400,Staff Data Engineer,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",2010,Information Technology,0,0,105,194,149.5, TX,0,10,0,1,1,1,0,0,0,0,0,data engineer
401,Associate Data Engineer,3.5,EAB,"Washington, DC","Washington, DC",2007,Business Services,0,0,45,86,65.5, DC,1,13,0,1,1,1,0,0,0,0,1,data engineer
403,Senior Data Scientist,3.5,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",2017,Insurance,0,0,95,154,124.5, NC,1,3,1,1,0,1,0,0,0,0,1,data scientist
406,Staff BI and Data Engineer,2.9,Affinity Solutions,"San Jose, CA","New York, NY",1998,Business Services,0,0,80,148,114.0, CA,0,22,1,1,0,1,0,0,1,0,0,data engineer
407,Marketing Data Analyst,3.9,Citadel Federal Credit Union,"Exton, PA","Exton, PA",1937,Finance,0,0,36,62,49.0, PA,1,83,1,0,0,1,0,0,1,0,0,data analyst
409,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",2014,Health Care,0,0,54,115,84.5, NY,1,6,0,0,0,1,0,0,0,0,0,n
410,Data Analyst,3.7,CALIBRE Systems,"Alexandria, VA","Alexandria, VA",1989,Information Technology,0,0,50,92,71.0, VA,1,31,0,0,0,1,0,0,1,0,1,data analyst
411,"Director - Data, Privacy and AI Governance",3.6,MassMutual,"Boston, MA","Springfield, MA",1851,Insurance,0,0,67,135,101.0, MA,0,169,0,0,0,1,0,0,0,0,0,n
412,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1969,Information Technology,0,0,82,132,107.0, CA,1,51,1,1,1,1,1,1,1,0,0,data scientist
413,Data Scientist,4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",1974,Biotech & Pharmaceuticals,0,0,85,140,112.5, MA,1,46,1,0,0,1,0,0,0,0,1,data scientist
414,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",2007,Information Technology,0,0,138,224,181.0, CA,1,13,1,1,0,1,0,0,0,0,0,machine learning
415,Information Security Data Analyst,3.7,Motorola Solutions,"Chicago, IL","Chicago, IL",1928,Information Technology,0,0,42,80,61.0, IL,1,92,1,1,0,1,0,0,0,0,0,data analyst
416,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",2010,Information Technology,0,0,190,220,205.0, CA,1,10,1,1,1,1,0,1,0,0,0,data engineer
417,Scientist Manufacturing - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",1875,Manufacturing,0,0,68,139,103.5, KY,0,145,0,0,0,1,0,0,0,0,0,n
419,Data Analytics Project Manager,3.6,MassMutual,"Springfield, MA","Springfield, MA",1851,Insurance,0,0,34,92,63.0, MA,1,169,0,0,0,1,0,0,0,0,1,n
420,Consultant - Analytics Consulting,3.0,Infosys,"Hartford, CT","Bengaluru, India",1981,Information Technology,0,0,54,71,62.5, CT,0,39,0,0,0,1,0,1,0,0,1,n
421,Data Engineer,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",2013,Health Care,0,0,65,124,94.5, CA,1,7,1,1,1,1,1,1,0,0,1,data engineer
425,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1986,"Arts, Entertainment & Recreation",0,0,35,62,48.5, CA,1,34,0,0,0,1,0,0,1,0,1,data analyst
426,Senior Scientist (Neuroscience),3.5,Sunovion,"Marlborough, MA","Marlborough, MA",2010,Biotech & Pharmaceuticals,0,0,109,200,154.5, MA,1,10,1,0,0,1,0,0,0,0,1,n
427,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1977,Health Care,1,0,18,25,21.5, TX,0,43,0,0,1,1,0,0,0,0,0,n
428,Machine Learning Engineer - Regulatory,3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",1973,Finance,0,0,61,113,87.0, KS,0,47,1,0,0,1,0,1,0,0,1,machine learning
429,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",-1,Manufacturing,0,0,39,66,52.5, IL,0,-1,0,0,0,1,0,0,0,0,0,n
430,Data Engineer,3.2,Guidepoint,"New York, NY","New York, NY",2003,Business Services,0,0,43,86,64.5, NY,1,17,1,0,1,1,1,0,0,0,1,data engineer
431,"Scientist, Bacteriology",2.1,Cerus Corporation,"Concord, CA","Concord, CA",-1,Biotech & Pharmaceuticals,0,0,74,149,111.5, CA,1,-1,0,0,0,1,0,0,0,0,1,n
433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",1781,Biotech & Pharmaceuticals,0,0,113,196,154.5, MA,0,239,0,1,1,1,0,0,0,0,1,data engineer
434,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",1984,Education,0,0,81,167,124.0, PA,1,36,0,0,0,1,0,0,0,0,0,machine learning
435,Senior Data Scientist,4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",2008,Business Services,0,0,97,160,128.5, IL,1,12,1,0,1,1,1,1,1,0,1,data scientist
437,Clinical Laboratory Scientist,3.7,Vail Health,"Vail, CO","Vail, CO",1966,Health Care,1,0,24,39,31.5, CO,1,54,0,0,0,1,0,0,0,0,0,n
442,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",1996,Health Care,0,0,42,86,64.0, CA,1,24,0,0,0,1,0,0,1,0,0,n
443,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",1958,Retail,0,0,69,127,98.0, TN,1,62,1,0,0,1,0,1,0,0,0,data engineer
444,Data Scientist - Algorithms & Inference,4.2,Nuna,"San Francisco, CA","San Francisco, CA",2010,Information Technology,0,0,110,175,142.5, CA,1,10,0,0,0,1,0,0,0,0,0,data scientist
446,Senior Data Scientist - R&D Oncology,3.9,AstraZeneca,"New York, NY","Cambridge, United Kingdom",1913,Biotech & Pharmaceuticals,0,0,102,172,137.0, NY,0,107,1,0,0,1,0,0,0,0,0,data scientist
447,Data Engineer,4.0,Pinnacol Assurance,"Denver, CO","Denver, CO",1915,Insurance,0,0,74,124,99.0, CO,1,105,1,0,1,1,0,0,0,0,0,data engineer
448,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",1964,Manufacturing,0,0,40,68,54.0, WI,1,56,0,0,0,1,0,0,0,0,0,n
449,Senior Data Scientist,4.4,MathWorks,"Natick, MA","Natick, MA",1984,Information Technology,0,0,108,171,139.5, MA,1,36,1,0,0,1,0,1,1,1,0,data scientist
450,Data Engineer,3.4,MetroStar Systems,"Rockville, MD","Reston, VA",1999,Information Technology,0,0,76,142,109.0, MD,0,21,0,0,1,1,0,0,0,0,0,data engineer
452,"Director II, Data Science - GRM Actuarial",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",1912,Insurance,0,0,202,306,254.0, IL,0,108,1,0,0,1,0,0,0,0,0,n
454,"Scientist, Molecular/Cellular Biologist",2.9,Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",2012,Biotech & Pharmaceuticals,0,0,49,97,73.0, CA,0,8,0,0,0,1,0,0,0,0,0,n
455,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",1961,Biotech & Pharmaceuticals,0,0,49,113,81.0, MD,1,59,0,0,0,1,0,0,0,0,1,n
456,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1935,Health Care,1,0,21,34,27.5, DE,0,85,0,0,0,1,0,0,0,0,0,n
458,Scientist - Analytical Services,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",1875,Manufacturing,0,0,65,134,99.5, NC,1,145,0,0,0,1,0,0,0,0,1,n
459,Associate Data Analyst- Graduate Development Program,3.3,National Interstate,"Richfield, OH","Richfield, OH",1989,Insurance,0,0,32,59,45.5, OH,1,31,0,0,0,1,0,0,0,0,0,data analyst
461,Sr. Data Engineer,4.5,Moser Consulting,"Indianapolis, IN","Indianapolis, IN",1996,Business Services,0,0,87,158,122.5, IN,1,24,1,1,1,1,1,1,0,0,0,data engineer
462,Senior Insurance Data Scientist,3.9,TransUnion,"Chicago, IL","Chicago, IL",1968,Finance,0,0,107,173,140.0, IL,1,52,1,0,0,1,0,0,0,0,1,data scientist
463,Senior Data Science Systems Engineer,3.2,MITRE,"Hampton, VA","Bedford, MA",1958,Government,0,0,56,99,77.5, VA,0,62,0,0,0,1,0,0,0,0,0,n
464,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,Mcphail Associates,"Cambridge, MA","Cambridge, MA",1976,"Construction, Repair & Maintenance",1,1,25,28,26.5, MA,1,44,0,0,0,1,0,0,0,0,1,n
466,Senior Scientist - Regulatory Submissions,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",1875,Manufacturing,0,0,80,155,117.5, NC,1,145,0,0,0,1,0,0,0,0,1,n
467,Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",2006,Biotech & Pharmaceuticals,0,0,43,98,70.5, CA,1,14,0,0,0,1,0,0,0,0,0,n
468,Revenue Analytics Manager,4.8,HOVER,"San Francisco, CA","San Francisco, CA",2011,Information Technology,0,0,45,78,61.5, CA,1,9,0,0,0,1,0,0,1,0,1,n
469,"Associate Scientist, LC/MS Biologics",2.9,Q2 Solutions,"Ithaca, NY","Morrisville, NC",2015,Biotech & Pharmaceuticals,0,0,44,96,70.0, NY,0,5,0,0,0,1,0,0,0,0,1,n
470,Sr. Scientist Method Development,2.9,Q2 Solutions,"Marietta, GA","Morrisville, NC",2015,Biotech & Pharmaceuticals,0,0,50,110,80.0, GA,0,5,0,0,0,1,0,0,0,0,1,n
471,IT - Data Engineer II,3.4,Arbella Insurance,"Quincy, MA","Quincy, MA",1988,Insurance,0,0,61,119,90.0, MA,1,32,0,1,0,1,0,1,0,0,1,data engineer
472,"Research Scientist, Immunology - Cancer Biology",-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",-1,-1,0,1,100,140,120.0, MA,0,-1,0,0,0,1,0,0,0,0,1,n
473,"Project Scientist - Auton Lab, Robotics Institute",2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",1984,Education,0,0,56,91,73.5, PA,1,36,0,0,0,1,0,0,0,0,1,n
476,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",1984,Business Services,0,0,68,114,91.0, FL,1,36,1,0,0,1,0,0,1,0,1,data scientist
477,Data Scientist,5.0,BPA Services,"Washington, DC","Alexandria, VA",-1,Information Technology,0,1,150,160,155.0, DC,0,-1,0,0,1,1,0,0,0,0,1,data scientist
479,"Enterprise Architect, Data",3.6,MassMutual,"Boston, MA","Springfield, MA",1851,Insurance,0,0,101,158,129.5, MA,0,169,1,1,1,1,0,1,1,0,1,n
482,"Senior Manager, Epidemiologic Data Scientist",4.0,Pfizer,"New York, NY","New York, NY",1849,Biotech & Pharmaceuticals,0,0,125,210,167.5, NY,1,171,0,0,1,1,0,0,0,0,1,data scientist
483,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1870,Finance,0,0,43,77,60.0, WI,1,150,0,0,1,1,0,0,0,0,1,data analyst
485,Lead Data Scientist,3.9,Zest AI,"Burbank, CA","Burbank, CA",2009,Finance,0,0,139,221,180.0, CA,1,11,1,0,0,1,0,0,0,0,1,data scientist
486,"Marketing Data Analyst, May 2020 Undergrad",3.8,Fareportal,"New York, NY","New York, NY",2002,Travel & Tourism,0,0,44,86,65.0, NY,1,18,0,0,0,1,0,0,0,0,1,data analyst
487,Senior Data Engineer,4.3,Genesys,"Durham, NC","Daly City, CA",1990,Information Technology,0,0,78,147,112.5, NC,0,30,1,1,1,1,0,1,0,0,0,data engineer
488,Senior Data Analyst,1.9,Moda Operandi,"New York, NY","New York, NY",2010,Retail,0,0,65,110,87.5, NY,1,10,1,0,0,1,0,1,0,0,1,data analyst
489,Data Modeler - Data Solutions Engineer,3.3,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",1912,Insurance,0,0,37,66,51.5, IN,0,108,1,0,0,1,0,1,0,0,1,data engineer
490,Associate Environmental Scientist - Wildlife Biologist,4.7,QK,"Clovis, CA","Visalia, CA",1972,Business Services,0,0,38,64,51.0, CA,0,48,0,0,0,1,0,0,0,0,1,n
491,"Associate, Data Science, Internal Audit",3.1,Santander,"Boston, MA","Madrid, Spain",1856,Finance,0,0,43,82,62.5, MA,0,164,1,0,0,1,0,0,0,0,1,n
492,Sr Data Engineer (Sr BI Developer),3.4,Tivity Health,"Chandler, AZ","Franklin, TN",1981,Health Care,0,0,90,110,100.0, AZ,0,39,0,0,0,1,0,0,0,0,0,data engineer
493,Data Engineer,4.4,BRMi,"Chantilly, VA","Washington, DC",2004,Information Technology,0,0,61,109,85.0, VA,0,16,1,1,1,1,1,1,0,0,0,data engineer
494,Senior LiDAR Data Scientist,3.9,Luminar Technologies,"Orlando, FL","Orlando, FL",2012,Information Technology,0,0,93,151,122.0, FL,1,8,1,0,1,1,0,0,0,0,0,data scientist
495,Salesforce Analytics Consultant,3.9,"Emtec, Inc.","Chicago, IL","Jacksonville, FL",1995,Information Technology,0,0,52,81,66.5, IL,0,25,1,0,0,1,0,0,1,1,0,n
496,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",2002,Finance,0,0,40,101,70.5, MO,1,18,0,1,0,1,0,0,1,0,1,n
497,Senior Data Engineer,4.7,Praetorian,"Austin, TX","Austin, TX",2010,Business Services,0,0,97,180,138.5, TX,1,10,1,1,0,1,0,0,0,0,0,data engineer
498,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1943,Business Services,0,0,81,134,107.5, MA,0,77,0,1,0,1,0,1,1,0,1,machine learning
499,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",2008,Biotech & Pharmaceuticals,0,0,84,157,120.5, MA,1,12,0,0,0,1,0,0,0,0,0,n
500,Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",1961,Biotech & Pharmaceuticals,0,0,49,113,81.0, MD,1,59,0,0,0,1,0,0,0,0,0,n
501,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",1875,Manufacturing,0,0,68,139,103.5, KY,0,145,0,0,0,1,0,0,0,0,0,n
502,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",2005,Transportation & Logistics,0,0,75,140,107.5, IL,1,15,0,0,0,1,0,0,0,0,0,data engineer
505,Lead Big Data Engineer,4.0,Glassdoor,"San Francisco, CA","Mill Valley, CA",2007,Information Technology,0,0,121,203,162.0, CA,0,13,1,1,1,1,0,1,0,0,1,data engineer
506,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1969,Information Technology,0,0,52,85,68.5, CA,1,51,1,1,0,1,0,0,0,0,1,n
507,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",1978,Insurance,0,0,81,140,110.5, OH,0,42,0,0,0,1,0,0,0,0,1,data scientist
508,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",1925,Manufacturing,0,0,63,99,81.0, IL,0,95,0,0,0,1,0,1,1,0,0,data scientist
509,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1993,Real Estate,0,0,110,150,130.0, IL,1,27,1,1,0,1,0,0,1,0,1,data scientist
510,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",-1,Insurance,0,0,83,148,115.5, IA,1,-1,1,0,0,1,0,0,1,0,1,data engineer
512,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA","Richland, WA",1965,"Oil, Gas, Energy & Utilities",0,0,60,101,80.5, WA,1,55,0,0,0,1,0,0,0,0,0,data scientist
516,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",1992,Finance,0,0,31,55,43.0, IA,1,28,0,0,0,1,0,0,1,0,1,data analyst
517,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",2003,Biotech & Pharmaceuticals,0,0,102,178,140.0, MA,1,17,0,0,0,1,0,0,0,0,1,n
518,"Senior Scientist, Cell Pharmacology/Assay Development",-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",-1,-1,0,1,110,130,120.0, MA,0,-1,0,0,0,1,0,0,0,0,0,n
519,Data Analyst Senior,3.0,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",1983,Insurance,0,0,48,85,66.5, PA,1,37,0,0,0,1,0,1,1,0,1,data analyst
520,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",2006,Business Services,0,0,66,123,94.5, CA,0,14,1,0,1,1,0,0,0,0,0,data engineer
521,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA","Richland, WA",1965,"Oil, Gas, Energy & Utilities",0,0,92,146,119.0, WA,0,55,0,0,0,1,0,0,0,0,0,data scientist
522,Medical Lab Scientist - MLT,3.2,Catholic Health Initiatives,"Omaha, NE","Englewood, CO",1996,Health Care,1,0,21,29,25.0, NE,0,24,0,0,0,1,0,0,0,0,0,machine learning
523,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",2000,Finance,1,0,10,17,13.5, TN,0,20,0,0,0,1,0,0,1,0,1,data analyst
524,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",1912,Insurance,0,0,150,239,194.5, IL,0,108,1,0,0,1,0,0,0,0,0,n
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1947,Business Services,0,0,52,91,71.5, TX,1,73,1,0,1,1,1,1,0,0,1,n
526,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",-1,Education,0,0,82,129,105.5, TX,1,-1,1,0,1,1,0,0,0,0,0,data scientist
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",1875,Manufacturing,0,0,47,101,74.0, NC,1,145,0,0,0,1,0,0,0,0,1,n
530,Systems Engineer II - Data Analyst,3.7,Raytheon,"Huntsville, AL","Waltham, MA",1922,Aerospace & Defense,0,0,49,76,62.5, AL,0,98,0,0,0,1,0,0,0,0,1,data analyst
532,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,RTI International,"Durham, NC","Research Triangle Park, NC",1958,Business Services,0,0,43,88,65.5, NC,0,62,0,0,0,1,0,0,0,0,0,n
533,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1989,Business Services,0,0,124,199,161.5, NJ,1,31,1,0,1,1,0,0,1,1,1,n
534,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",2003,Biotech & Pharmaceuticals,0,0,52,93,72.5, PA,1,17,0,0,0,1,0,0,1,0,1,data analyst
535,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",2008,Information Technology,0,0,97,181,139.0, CA,1,12,1,0,1,1,0,1,0,0,1,data engineer
537,Senior Data Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",2007,Information Technology,0,0,100,173,136.5, CA,1,13,0,0,0,1,0,1,0,0,0,data engineer
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY","New York, NY",2002,Travel & Tourism,0,0,53,96,74.5, NY,1,18,1,1,0,1,0,0,0,0,0,machine learning
539,Senior Scientist - Biostatistician,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",1875,Manufacturing,0,0,65,96,80.5, NC,1,145,0,0,0,1,0,0,0,0,1,n
540,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",1870,Biotech & Pharmaceuticals,0,0,56,95,75.5, NM,0,150,1,0,0,1,0,0,0,0,1,data scientist
541,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",2016,Information Technology,0,0,111,176,143.5, MO,1,4,1,1,0,1,0,0,0,0,0,data scientist
542,Data Scientist,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",2014,Aerospace & Defense,0,0,75,127,101.0, VA,0,6,1,0,0,1,0,1,0,0,0,data scientist
543,Data Engineer,3.6,MassMutual,"Springfield, MA","Springfield, MA",1851,Insurance,0,0,65,119,92.0, MA,1,169,1,1,0,1,0,1,0,0,1,data engineer
